"Id","trans_date_trans_time","cc_num","merchant","category","amt","first","last","gender","street","city","state","zip","lat","long","city_pop","job","dob","trans_num","unix_time","merch_lat","merch_long","is_fraud"
"447053","07/12/2020 21:05","30230500000000.0","fraud_Crooks and Sons","personal_care","72.9","Hayden","Sanders","M","8465 Reed Green Suite 559","Montandon","PA","17850","40.9661","-76.8575","645","Orthoptist","18/05/1974","d06d7a211488c926043f63d0e36fd3f6","1386450330","40.074455","-77.14012","0"
"54033","09/07/2020 23:53","4.45773e+18","fraud_Feil, Hilpert and Koss","food_dining","56.51","Stanley","Mayo","M","3433 Jones Branch","Fiddletown","CA","95629","38.5234","-120.6763","832","Immigration officer","19/05/1987","965c1f4a36937e619c273cecaf5a275b","1373413992","38.092669","-119.732238","0"
"111663","30/07/2020 01:18","3598300000000000.0","fraud_Raynor, Reinger and Hagenes","gas_transport","59.93","Vincent","Flowers","M","0189 Emily Prairie","Wichita","KS","67232","37.6395","-97.1714","409656","Heritage manager","27/12/1985","ee47f8124afe5144f2869fc65b013a9c","1375147081","38.264714","-97.262881","0"
"213028","04/09/2020 17:31","30074700000000.0","fraud_Reichert, Rowe and Mraz","shopping_net","6.89","Kelsey","Richards","F","889 Sarah Station Suite 624","Holcomb","KS","67851","37.9931","-100.9893","2691","Arboriculturist","16/08/1993","468a2737245375dc40a4ae7d3a61e54a","1378315890","37.626599","-101.725382","0"
"526729","25/12/2020 18:50","3528410000000000.0","fraud_Erdman-Ebert","personal_care","33.55","Patricia","Leach","F","71309 Martinez Stravenue","Kingsport","TN","37663","36.4715","-82.4834","87124","Warden/ranger","14/02/1987","299d969a7227c4f76287c0aecbc6cda2","1387997431","35.479833","-81.774614","0"
"461924","11/12/2020 10:41","4.48826e+18","fraud_Schroeder, Hauck and Treutel","entertainment","40.48","Jessica","Shaw","F","5745 Blair Locks","West Columbia","SC","29170","33.9568","-81.1405","52126","Chemical engineer","23/08/1929","7f31d461b1fa0dd8929412647decedbb","1386758483","33.70919","-80.757241","0"
"375625","15/11/2020 01:17","36722700000000.0","fraud_Yost, Block and Koepp","misc_pos","2.79","Jessica","Perez","F","8172 Robertson Parkways Suite 072","Superior","AZ","85173","33.2887","-111.0985","2872","Petroleum engineer","28/10/1987","bc0637e02c547284fdb27a2f4f67ee85","1384478270","32.970905","-110.301546","0"
"322042","21/10/2020 22:19","4859530000000000.0","fraud_Schmidt and Sons","shopping_net","3.1","Rebecca","Farley","F","383 Long Islands","Downsville","NY","13755","42.0716","-75.0152","1228","Psychotherapist, child","25/02/1990","e30ae4b2e9c104de90a5f31dcffd263e","1382393963","42.925673","-74.356261","0"
"152707","13/08/2020 16:48","3517530000000000.0","fraud_Fisher Inc","shopping_net","1.92","Tracy","Conway","F","6778 Campos Field","Bonfield","IL","60913","41.1573","-88.0619","1617","Medical secretary","25/04/1990","3bbfc23d504b520d7837ff3b2f4673cb","1376412525","41.470638","-88.706812","0"
"428386","03/12/2020 22:33","30131800000000.0","fraud_Schoen-Quigley","kids_pets","27.38","Brianna","Foley","F","57256 Raymond Ports","Knoxville","TN","37932","35.9335","-84.1481","391389","Designer, industrial/product","22/04/1994","185049a614521d4650292d57f91413f7","1386109991","35.08444","-84.423997","0"
"324632","23/10/2020 12:42","3551220000000000.0","fraud_Ratke and Sons","health_fitness","143.98","Sara","Harris","F","597 Jenny Ford Apt. 543","Tupper Lake","NY","12986","44.232","-74.4905","6120","Chartered loss adjuster","09/10/1976","23a80548aabcbd1d68cee700ecfbbc3d","1382532138","43.910896","-75.106582","0"
"148980","11/08/2020 21:23","180048000000000.0","fraud_Friesen Ltd","health_fitness","122.59","Mary","Wall","F","2481 Mills Lock","Plainfield","NJ","7060","40.6152","-74.415","71485","Leisure centre manager","19/07/1974","f6ac9f595111912ef3e138a18599ae70","1376256229","39.699045","-75.258255","0"
"353935","04/11/2020 22:39","4147610000000000.0","fraud_Bode-Schuster","kids_pets","32.61","Edward","Tapia","M","354 Gutierrez Gateway","Comfrey","MN","56019","44.1111","-94.9134","914","Health and safety adviser","26/07/1944","398b9931a3b9a0120daed16e21553074","1383604749","44.36516","-95.793831","0"
"428694","04/12/2020 00:24","30570200000000.0","fraud_Cummerata-Jones","gas_transport","71.35","Vincent","Cain","M","64851 Cole Turnpike","Hartford","AL","36344","31.086","-85.7192","5732","Jewellery designer","07/12/1945","5c1917ef03b27547844aac3e3696ffd2","1386116691","30.425622","-86.00638","0"
"17298","27/06/2020 12:57","5501080000000000.0","fraud_Erdman-Ebert","personal_care","6.28","Wayne","Payne","M","587 Bradley Inlet Suite 281","Cuyahoga Falls","OH","44223","41.1464","-81.5107","47772","Equities trader","04/01/1966","69fc339244a0a6e4157b236b3ae986d2","1372337824","40.696797","-82.332178","0"
"16900","27/06/2020 08:10","4302480000000000.0","fraud_Kiehn-Emmerich","grocery_pos","66.37","Daniel","Cain","M","384 Newman Forks Apt. 370","Belmond","IA","50421","42.8511","-93.62","3032","Community pharmacist","08/08/1964","cf686f36e1385397e7caac1ab0a917cf","1372320627","42.564363","-93.332039","0"
"10641","24/06/2020 10:38","213112000000000.0","fraud_Cummings LLC","gas_transport","34.27","Ana","Howell","F","4664 Sanchez Common Suite 930","Bradley","SC","29819","34.0326","-82.2027","1523","Research scientist (physical sciences)","03/06/1984","05f29ac3e502cc6cb27276d1b59a0e88","1372070324","33.400905","-81.852863","0"
"201499","31/08/2020 06:51","2713910000000000.0","fraud_Reichel Inc","entertainment","9.99","Jacqueline","Howard","F","4511 Choi Lock","Delhi","LA","71232","32.3929","-91.4714","6581","Multimedia programmer","13/02/1964","1253f175f6993bce86ad093d244e27b0","1377931893","32.47224","-91.399261","0"
"12325","25/06/2020 06:39","4585130000000.0","fraud_McDermott-Weimann","grocery_pos","73.54","Karen","Gordon","F","543 Ware Path Apt. 593","Utica","MO","64686","39.7417","-93.6289","271","Land/geomatics surveyor","18/04/1972","8ae330427de9ace29c6c2da6abcc4973","1372142392","39.850361","-94.285313","0"
"214818","05/09/2020 16:12","4306630000000.0","fraud_Fadel Inc","health_fitness","63.86","Maureen","Garza","F","169 Edward Inlet","Saint Louis","MO","63131","38.6171","-90.4504","927396","Occupational hygienist","12/03/1960","6546903b27f60b5235290defe213ffb9","1378397539","37.895075","-90.479358","0"
"108019","28/07/2020 15:04","3576430000000000.0","fraud_Weimann-Lockman","kids_pets","32.27","Jessica","Ward","F","72269 Elizabeth Field Apt. 132","Phoenix","AZ","85020","33.5623","-112.0559","1312922","Contractor","24/10/1981","23e7f0c575c8377849f1d9372a6d1cdf","1375023893","32.572889","-111.281132","0"
"18017","27/06/2020 18:48","3551510000000000.0","fraud_Runolfsdottir, Mueller and Hand","entertainment","2.94","Erika","Anderson","F","3786 Hale Corners","Rochester","KY","42273","37.2048","-86.8592","443","Development worker, international aid","15/07/1947","1b9a7ae6979160b42163b94b4a93521e","1372358926","36.226102","-87.498259","0"
"2257","22/06/2020 01:54","675990000000.0","fraud_Schmitt Ltd","misc_net","27.97","Amanda","Spencer","F","6682 Green Forks","Ogdensburg","NJ","7439","41.0767","-74.5982","2456","Senior tax professional/tax inspector","13/03/1994","90aa4e029f9505981f063a64df839790","1371866068","41.665827","-75.267117","0"
"316077","19/10/2020 14:43","3528410000000000.0","fraud_Cole, Hills and Jewess","home","10.73","Patricia","Leach","F","71309 Martinez Stravenue","Kingsport","TN","37663","36.4715","-82.4834","87124","Warden/ranger","14/02/1987","9ab1f97efd0d07b1f8e7cffb631088e9","1382193814","36.749144","-82.911302","0"
"405593","28/11/2020 07:07","213113000000000.0","fraud_Fisher Inc","shopping_net","392.19","Larry","Vaughan","M","83555 Melinda Spurs","Kingsville","MD","21087","39.4558","-76.4147","5451","Science writer","05/12/1961","094e0589b3852c20b183ecf567328d4e","1385622463","39.426218","-76.80978","0"
"125157","03/08/2020 21:15","213126000000000.0","fraud_Armstrong, Walter and Gottlieb","food_dining","19.97","Adam","Kirk","M","40847 Stark Junctions","Big Indian","NY","12410","42.074","-74.453","397","Psychiatrist","12/09/1931","922ab618e7092a54e304ab1e0a6238b5","1375564541","42.778655","-73.603289","0"
"296438","11/10/2020 08:37","345832000000000.0","fraud_McDermott-Rice","misc_pos","2.94","Jason","Mcmahon","M","6385 Donald Square Suite 429","Springfield","VA","22151","38.8029","-77.2116","104396","Production engineer","20/11/1950","affbd2ef8217127e9003ee8f24d30185","1381480624","38.904121","-77.189415","0"
"149009","11/08/2020 21:31","4783230000000.0","fraud_Prosacco, Kreiger and Kovacek","home","19.33","Jessica","Garcia","F","13108 Jennifer Passage","Mc Cracken","KS","67556","38.5957","-99.554","320","Film/video editor","22/04/1961","4fa73c325d8ff8813badd15326f5855a","1376256686","38.203336","-98.763533","0"
"130659","05/08/2020 16:15","3501940000000000.0","fraud_Satterfield-Lowe","travel","4.94","Lori","Bishop","F","08056 Alvarado Club Suite 699","Phoenix","AZ","85086","33.8155","-112.1202","1312922","Counselling psychologist","30/11/1999","01b073a76f9b9ea299c5e1b456d48e38","1375719324","33.819874","-112.560534","0"
"313040","18/10/2020 14:20","4514240000000000.0","fraud_Lesch, D'Amore and Brown","food_dining","100.46","Janet","Carpenter","F","9870 Collins Flat","Laramie","WY","82072","41.4247","-105.4781","35371","Pilot, airline","02/09/1988","beb58f9093e314b636de80b106692a07","1382106047","41.425222","-104.998123","0"
"555398","31/12/2020 22:03","2712210000000000.0","fraud_Hamill-D'Amore","health_fitness","96.47","Jenna","Brooks","F","50872 Alex Plain Suite 088","Baton Rouge","LA","70808","30.4066","-91.1468","378909","Designer, furniture","22/02/1977","2f6c8a28e79ecee6ef1b051986cb43dc","1388527407","29.960362","-90.712786","0"
"66902","14/07/2020 06:01","4.2554e+18","fraud_Bernhard, Grant and Langworth","shopping_pos","5.02","George","Smith","M","7377 Walton Extensions Apt. 979","Dallas","TX","75236","32.69","-96.9177","1263321","Designer, interior/spatial","27/09/1952","f80fbfecf3efe337420d2e6b3606b6a7","1373781689","31.714994","-97.314268","0"
"397585","24/11/2020 04:01","4642890000000.0","fraud_Klocko LLC","misc_net","50.34","Eddie","Mendez","M","1831 Faith View Suite 653","Clarinda","IA","51632","40.7491","-95.038","7297","IT trainer","13/07/1990","b8593097368e40d3928b792874a065ac","1385265677","39.860392","-95.059985","0"
"130433","05/08/2020 13:31","4681700000000.0","fraud_Labadie LLC","personal_care","2.76","Joseph","Gonzalez","M","319 Wendy Fort Suite 179","Murfreesboro","TN","37132","35.8596","-86.421","158701","Journalist, newspaper","06/03/1978","4e74d20dd4e551c0e89cabfa0528c8ec","1375709477","35.098641","-85.758167","0"
"230257","12/09/2020 07:03","3541160000000000.0","fraud_Heller-Abshire","grocery_net","49.52","Jason","Singh","M","4720 Anna Ways","Murrayville","IL","62668","39.5723","-90.2379","1512","Commercial/residential surveyor","07/05/2003","5c1aa6c774d9c8ec532fb5552aebe847","1378969436","39.350664","-89.877991","0"
"134085","07/08/2020 08:17","377114000000000.0","fraud_Bernhard, Grant and Langworth","shopping_pos","6.72","Billy","Gallagher","M","673 Delgado Burg","Greenwich","NJ","8323","39.4055","-75.3209","804","Insurance risk surveyor","25/03/1965","afec7fed6b11a9f39a9f3bdc0e7cc60b","1375863476","39.813153","-74.526987","0"
"146405","11/08/2020 05:40","5456710000000000.0","fraud_Boyer-Reichert","shopping_net","2.12","Pamela","Matthews","F","36659 Smith Club Apt. 080","Llano","NM","87543","36.1486","-105.6648","247","Architectural technologist","24/10/1961","918b28abecd53c1bcb4303dea63237b0","1376199636","35.620006","-106.441584","0"
"520756","24/12/2020 00:02","3513620000000000.0","fraud_Christiansen, Goyette and Schamberger","gas_transport","50.43","Amber","Perez","F","954 Reyes Ways","Fulton","SD","57340","43.7588","-97.8712","355","Financial adviser","26/06/1955","fd23071c4ed03e2d3fc11332608b7b66","1387843337","44.189391","-97.302523","0"
"58822","12/07/2020 00:16","2264940000000000.0","fraud_Parisian and Sons","gas_transport","84.47","Juan","Sherman","M","5939 Garcia Forges Suite 297","San Antonio","TX","78214","29.3641","-98.4924","1595797","Land","17/10/1995","1dfde5ca5600d38ff6f2b932422a2a96","1373588212","29.08","-97.977459","0"
"293581","09/10/2020 22:19","3566090000000000.0","fraud_Bahringer-Streich","food_dining","30.92","Kristina","Stewart","F","47029 Jimmy Tunnel Apt. 106","Newhall","CA","91321","34.3795","-118.523","34882","Health physicist","25/04/1971","d5ecf8bc66552cf7ce3a4d0743c3f352","1381357186","34.692235","-119.250201","0"
"531448","26/12/2020 23:59","3577580000000000.0","fraud_Volkman-Predovic","shopping_net","8.55","Debbie","Hughes","F","0182 Owens Burgs Suite 480","Diamond","OH","44412","41.0935","-81.0425","2644","Engineer, biomedical","25/08/1983","19b9ff02697c9b06c81c0eaf70b68e6d","1388102365","40.860047","-81.36893","0"
"450908","08/12/2020 13:34","4378990000000000.0","fraud_Schumm, McLaughlin and Carter","food_dining","4.68","Travis","Hayes","M","1561 Chase Grove","Conway","NH","3818","43.9742","-71.1503","3807","Surgeon","25/10/1999","af224c1eb1a2e4dcea305bf3a8ca2fa8","1386509663","43.36002","-70.989325","0"
"60216","12/07/2020 12:24","4.81084e+18","fraud_Padberg-Sauer","home","9.42","Carolyn","Perez","F","433 Blake Roads Suite 967","Wheaton","MO","64874","36.7651","-94.0492","760","Production manager","31/08/1985","52bf9cedd44c2312ecf3103530c85908","1373631889","36.993364","-94.595727","0"
"230179","12/09/2020 05:43","6011540000000000.0","fraud_Stroman, Hudson and Erdman","gas_transport","56.56","Emily","Hall","F","8851 Reese Neck","Basye","VA","22810","38.8089","-78.7776","863","Engineer, mining","09/08/1972","706a740c9cc217c037020ffd0266afff","1378964633","38.439355","-78.631873","0"
"154659","14/08/2020 15:05","370349000000000.0","fraud_Collier LLC","home","16.39","Christopher","Gomez","M","950 Dunn Squares","Tickfaw","LA","70466","30.5668","-90.482","8512","Accountant, chartered public finance","03/09/1951","2eeed166195c1bffb3ad65d41c745727","1376492746","29.884699","-91.208739","0"
"474152","14/12/2020 03:28","6526960000000000.0","fraud_Reichert, Rowe and Mraz","shopping_net","60.96","Jennifer","Scott","F","7351 Cindy Well Suite 099","Naples","FL","34120","26.3304","-81.5871","276002","Medical technical officer","14/12/1950","471655f7e16c92457ac2a49b470fda9f","1386991714","26.244027","-81.57547","0"
"192026","27/08/2020 17:46","2256230000000000.0","fraud_Hoppe-Parisian","kids_pets","94.39","Christopher","Grimes","M","39631 Dunn Radial","Grantham","NH","3753","43.5103","-72.1334","2971","Charity fundraiser","11/04/1948","0a6feb8089b287bd522b2461b9befd09","1377625611","43.860964","-72.718224","0"
"309619","16/10/2020 22:00","213175000000000.0","fraud_Reilly and Sons","health_fitness","151.25","Diane","Jackson","F","682 Mills Way Apt. 814","Rule","TX","79548","33.0771","-99.959","932","Physicist, medical","10/12/1954","ecc28a56456d8462f1934b1fb8aa50fa","1381960824","32.213415","-100.934874","0"
"223309","08/09/2020 15:26","30118400000000.0","fraud_Fadel-Hilpert","health_fitness","33.27","Jared","Velazquez","M","01479 Murray Circle","Matawan","NJ","7747","40.4109","-74.238","30770","Drilling engineer","29/04/1993","5a4301d12356165ec413c972bc35ea7a","1378653995","40.00927","-75.026467","0"
"337728","28/10/2020 18:16","375248000000000.0","fraud_Bernier and Sons","kids_pets","37.38","Joshua","Mendoza","M","4215 Miranda Field Suite 326","Tallmansville","WV","26237","38.8564","-80.158","571","Accounting technician","16/09/1967","30c0f47e66758d24c7bb47b84027866d","1382984193","38.861013","-80.882481","0"
"450132","08/12/2020 10:28","3592330000000000.0","fraud_Kerluke PLC","misc_net","4.94","Ashley","Robinson","F","1007 Colton Forks","Hopewell","VA","23860","37.2876","-77.295","31970","Purchasing manager","15/08/1935","28cec9524d0653d5bf1abe5da1c0072b","1386498521","36.481078","-77.599368","0"
"422670","02/12/2020 02:46","2657850000000000.0","fraud_Herzog Ltd","misc_pos","2.39","Alan","Howard","M","04139 Johnson Prairie Suite 401","Detroit","MI","48206","42.3749","-83.1087","673342","Trading standards officer","01/11/1946","26c6d6ade8fdf79b3305da970484d5b1","1385952379","42.361416","-83.327567","0"
"364607","09/11/2020 18:53","3567700000000000.0","fraud_Lehner, Mosciski and King","misc_net","7.41","John","Stevens","M","428 Morgan River","Hudson","NY","12534","42.247","-73.7552","17867","Travel agency manager","29/07/1998","a314a784b6c52bb0a5a70566e26cdbb8","1384023194","43.096925","-73.087348","0"
"32336","02/07/2020 06:03","3560700000000000.0","fraud_Dooley-Thompson","misc_net","9.22","Matthew","Young","M","8840 Miller Port Suite 645","Indian Wells","CA","92210","33.7163","-116.3381","4677","Learning mentor","06/05/1955","eb471e403d7ec7ef38fbe2813fd6b75a","1372745025","33.686641","-116.358878","0"
"28452","30/06/2020 15:50","2285070000000000.0","fraud_Hermiston, Pacocha and Smith","health_fitness","22.94","Richard","Brown","M","17819 Jose Mount Suite 657","Heidelberg","MS","39439","31.882","-88.9981","4573","Exhibitions officer, museum/gallery","15/02/1988","12f3715b5c056013b7f3aebd91b1a05a","1372607458","31.237207","-89.517031","0"
"168838","18/08/2020 23:21","30344700000000.0","fraud_Thompson-Gleason","health_fitness","169.21","Christine","Johnson","F","8011 Chapman Tunnel Apt. 568","Blairsden-Graeagle","CA","96103","39.8127","-120.6405","1725","Chartered legal executive (England and Wales)","27/05/1967","62aa4d710bac8f57b3cf768830d0c056","1376868069","40.514666","-121.081212","0"
"222933","08/09/2020 12:55","30135200000000.0","fraud_Mohr-Bayer","shopping_net","213.6","Amanda","Williams","F","02018 Gary Key Apt. 911","Independence","MO","64058","39.1412","-94.3515","123373","Engineer, production","27/11/1992","cc59e774da204896ee9e8d57e2ef024e","1378644930","40.070716","-93.947848","0"
"468817","13/12/2020 04:34","60416207185.0","fraud_Schumm, Bauch and Ondricka","grocery_pos","90.85","Mary","Diaz","F","9886 Anita Drive","Fort Washakie","WY","82514","43.0048","-108.8964","1645","Information systems manager","17/02/1986","3ca4fc250068be34023f1fcee6b5b2ec","1386909275","42.892875","-109.104248","0"
"345690","01/11/2020 19:38","6554250000000000.0","fraud_Kertzmann LLC","health_fitness","6.78","Monique","Robinson","F","07712 Marcus Divide Apt. 831","Laguna Hills","CA","92637","33.615","-117.7114","45303","Sales executive","22/12/1969","f57c21011c2f9b6996b378c0a85f7ab8","1383334722","34.571736","-117.034777","0"
"73898","16/07/2020 23:40","180048000000000.0","fraud_Wilkinson Ltd","entertainment","82.86","Mary","Wall","F","2481 Mills Lock","Plainfield","NJ","7060","40.6152","-74.415","71485","Leisure centre manager","19/07/1974","ff4b2e4da4ea17e1655f0d441d8389aa","1374018050","39.930888","-73.933142","0"
"221144","07/09/2020 21:47","3501940000000000.0","fraud_Schaefer, Fay and Hilll","entertainment","22.44","Lori","Bishop","F","08056 Alvarado Club Suite 699","Phoenix","AZ","85086","33.8155","-112.1202","1312922","Counselling psychologist","30/11/1999","fd2eab063b52941a7dbabf6a32244e20","1378590464","34.648172","-112.926823","0"
"403666","27/11/2020 05:11","4807550000000.0","fraud_Kris-Weimann","misc_net","3.59","Kimberly","Castro","F","588 Smith Lights Suite 786","Rosewood","OH","43070","40.2158","-83.9579","133","Professor Emeritus","29/01/1954","383c6ad0a7e2fd66d0088edacd9534ac","1385529067","41.187163","-84.733378","0"
"96772","25/07/2020 07:28","36485900000000.0","fraud_Kutch LLC","gas_transport","73.92","Michael","Gross","M","230 Ryan Tunnel Apt. 025","Fulton","OH","43321","40.4971","-82.8342","267","Facilities manager","29/01/2005","a19c336d2c4c505ae23bb2dbb5fcfa27","1374737310","40.908138","-82.763288","0"
"483554","15/12/2020 16:26","30029100000000.0","fraud_Waters-Cruickshank","health_fitness","124.03","Curtis","Young","M","4319 Watson Shoals Suite 658","Falconer","NY","14733","42.1239","-79.1895","3833","Metallurgist","09/10/1970","0d16fe7d9eb0ecd68a6a3350c972be99","1387124763","42.856078","-79.930628","0"
"543543","29/12/2020 01:58","3506040000000000.0","fraud_Deckow-O'Conner","grocery_pos","92.82","Michael","Orozco","M","13956 Hughes Causeway Suite 124","Alder","MT","59710","45.1939","-112.0568","286","Chief of Staff","09/03/1989","95a93bd88a8a60092d9d3a521008ef08","1388282296","44.285502","-112.659174","0"
"118022","01/08/2020 22:32","2285070000000000.0","fraud_Kris-Padberg","shopping_pos","6.74","Richard","Brown","M","17819 Jose Mount Suite 657","Heidelberg","MS","39439","31.882","-88.9981","4573","Exhibitions officer, museum/gallery","15/02/1988","6e4aa2085c96df68ff0ad0b3ede850d7","1375396337","32.629843","-88.264908","0"
"58069","11/07/2020 17:43","5359540000000000.0","fraud_Balistreri-Nader","misc_pos","1.84","Michael","Francis","M","1833 Jeanette Stravenue","Belgrade","MT","59714","45.7801","-111.1439","18182","Engineer, drilling","29/06/1975","dad278a053f7f74396733ff80e8d109a","1373564620","45.08264","-111.203326","0"
"239937","15/09/2020 17:43","4908850000000000.0","fraud_Gulgowski LLC","home","31.19","Lauren","Torres","F","03030 White Lakes","Grandview","TX","76050","32.2779","-97.2351","5875","Radiographer, therapeutic","24/07/1992","f30b5ab1d5d8e8b4b0fb61bf13e0581c","1379266994","31.706565","-96.456913","0"
"527035","25/12/2020 20:26","6544730000000000.0","fraud_Parker, Nolan and Trantow","entertainment","31.9","John","Myers","M","701 Wilson Divide","Highland","IN","46322","41.55","-87.4569","23727","Community arts worker","08/02/1982","f71f98ec31d73f3e7f9586ec69d0025f","1388003176","41.227034","-88.071957","0"
"97407","25/07/2020 14:53","6011150000000000.0","fraud_Rau-Robel","kids_pets","29.82","Terri","Bailey","F","508 Erin Mount","Daly City","CA","94015","37.6787","-122.478","107941","Buyer, industrial","04/10/1991","7d4b211dd01d153bd6d9c9485385359a","1374763992","38.327575","-122.595459","0"
"405237","28/11/2020 01:05","30235400000000.0","fraud_Spinka-Welch","grocery_net","65.93","James","Baldwin","M","3603 Mitchell Court","Winfield","WV","25213","38.5072","-81.89","5512","Exhibition designer","24/03/1980","da6a801ad71df3522110f0091724c054","1385600726","38.072254","-82.605806","0"
"356451","06/11/2020 12:49","4681600000000000.0","fraud_Bahringer, Bergnaum and Quitzon","home","75.33","Tammy","Davis","F","77663 Colleen Freeway","Moundsville","WV","26041","39.9148","-80.731","16183","Physiotherapist","12/08/1977","27f33bb59e5df536f3c34ffe51f578de","1383742169","39.44032","-80.103598","0"
"392522","22/11/2020 12:59","2264940000000000.0","fraud_Crooks and Sons","personal_care","4.24","Juan","Sherman","M","5939 Garcia Forges Suite 297","San Antonio","TX","78214","29.3641","-98.4924","1595797","Land","17/10/1995","0da5867f80edcf2d608af97bf6d90fa8","1385125186","29.959367","-97.912037","0"
"527887","26/12/2020 01:45","3540020000000000.0","fraud_Koss and Sons","gas_transport","78.73","Lawrence","Frost","M","82448 Tucker Cliff","Kittery Point","ME","3905","43.0976","-70.7121","1780","Broadcast engineer","21/01/1983","b53d2e8d538f593055903b183d0a6d1a","1388022335","42.308921","-70.438622","0"
"264008","27/09/2020 03:31","4.75604e+18","fraud_Doyle Ltd","grocery_pos","79.56","Francisco","Hernandez","M","980 Smith Gardens","Gainesville","TX","76240","33.6547","-97.1583","26120","Engineer, manufacturing","06/01/1954","86bea68446990b2d3127264e3fe8879f","1380252705","34.011547","-96.554066","0"
"28875","30/06/2020 18:04","4.537e+18","fraud_Gerhold LLC","home","16.63","Nathan","Mendoza","M","767 Adam Mill Apt. 115","Espanola","NM","87533","35.9866","-106.0654","18408","Historic buildings inspector/conservation officer","18/07/1972","f4d094e4bba8776be5883bb6ab18fcd9","1372615455","36.603262","-106.808055","0"
"95278","24/07/2020 15:43","4.73685e+18","fraud_Streich Ltd","home","155.42","Toni","Gomez","F","062 Carl Dam","Altona","NY","12910","44.8816","-73.6408","2148","Surveyor, land/geomatics","23/05/1953","07b1e52ada3b36d899e9580277b5b2bd","1374680591","45.63089","-73.241471","0"
"336726","28/10/2020 02:17","4060580000000000.0","fraud_Weber and Sons","food_dining","180.34","Steven","Sanders","M","25955 Amy Via","Ozawkie","KS","66070","39.2136","-95.4404","2661","Theatre director","14/11/1948","f049d6264a91300200f0e6a7f3d065fd","1382926632","39.401661","-94.982718","0"
"478725","14/12/2020 20:28","371009000000000.0","fraud_Ankunding LLC","shopping_net","6.75","Randall","Burgess","M","393 Carroll Route Suite 197","Norman Park","GA","31771","31.2462","-83.6549","5666","Rural practice surveyor","14/09/2003","c88d3acc2cd201e5a9c426f9cded80e5","1387052924","30.457001","-84.543362","0"
"321334","21/10/2020 12:52","4383520000000.0","fraud_Bechtelar-Rippin","food_dining","1.47","John","Robertson","M","209 Austin Stream Apt. 231","Indianapolis","IN","46290","39.9347","-86.1633","910148","Academic librarian","22/09/1987","a24e9d8ac38d197d823f49a0826f2934","1382359966","40.548386","-86.855047","0"
"336818","28/10/2020 04:03","378279000000000.0","fraud_Kris-Padberg","shopping_pos","3.95","Mary","Mcintyre","F","77921 Costa Villages","Eugene","OR","97403","44.0385","-123.0614","191096","Scientist, physiological","06/04/1964","d16f7dd8dbf6d054c3640f7587f15235","1382933037","43.584099","-122.855391","0"
"68306","14/07/2020 15:24","2283740000000000.0","fraud_Torphy-Goyette","shopping_pos","5.28","Shannon","Williams","F","9345 Spencer Junctions Suite 183","Alpharetta","GA","30009","34.077","-84.3033","165556","Prison officer","27/12/1997","8458a582c404af86146757dee2842524","1373815448","34.677164","-83.824819","0"
"401182","25/11/2020 17:46","343746000000000.0","fraud_Beier-Hyatt","shopping_pos","245.1","Jeffrey","Munoz","M","836 Stephanie Union","Cedar","MI","49621","44.8605","-85.8138","3096","Social research officer, government","11/10/1975","22d40c60acd249dc5a1f3f6a2d6bc108","1385401614","45.672851","-85.372618","0"
"153337","13/08/2020 22:55","374498000000000.0","fraud_Mosciski, Gislason and Mertz","grocery_pos","320.49","Linda","Hurst","F","31701 Tucker Square Suite 893","Wilton","ND","58579","47.1709","-100.7944","1190","Designer, ceramics/pottery","30/06/1948","a0ac1d7474fee1fc23a97f46da92cc8d","1376434525","47.346181","-101.49061","1"
"276013","02/10/2020 01:50","571844000000.0","fraud_Schmitt Inc","gas_transport","67.98","Susan","Mills","F","005 Cody Estates","Louisville","KY","40202","38.2507","-85.7476","736284","Engineering geologist","02/04/1952","282499d7fb0943fd6cb4331f9a1ee40d","1380678601","37.60524","-86.021085","0"
"464168","11/12/2020 22:47","3521420000000000.0","fraud_Harris Group","food_dining","18.14","Angela","Hodges","F","08236 Kim Hill","Indianapolis","IN","46254","39.849","-86.272","910148","Firefighter","30/11/1975","6e44648bf71ea5a70a4ad58a9aea3844","1386802020","39.170714","-87.107143","0"
"432021","04/12/2020 22:23","6526450000000000.0","fraud_Durgan, Gislason and Spencer","home","92.34","Nathan","Stewart","M","63502 Brown Road Apt. 318","West Long Branch","NJ","7764","40.2878","-74.0162","8097","Mechanical engineer","18/02/1964","fd9f9842f7689f50fe864b4955eef508","1386195809","39.567221","-74.422151","0"
"120249","02/08/2020 16:06","630442000000.0","fraud_Labadie LLC","personal_care","12.58","Susan","Washington","F","759 Erin Mount Suite 956","May","TX","76857","31.9571","-98.9656","1791","Corporate investment banker","26/07/1965","849c9bc705b5ccdf2c4203056675fd9c","1375459615","31.614971","-99.911411","0"
"138218","09/08/2020 00:10","2291160000000000.0","fraud_Jast-McDermott","shopping_pos","119.4","Jeff","Elliott","M","351 Darlene Green","Columbia","SC","29209","33.9659","-80.9355","333497","Mechanical engineer","19/03/1968","fe0c8645ac9f73ed0d8bda2de60eda82","1376007017","34.117876","-81.612979","0"
"38419","04/07/2020 22:47","4.73685e+18","fraud_Becker, Harris and Harvey","personal_care","33.11","Toni","Gomez","F","062 Carl Dam","Altona","NY","12910","44.8816","-73.6408","2148","Surveyor, land/geomatics","23/05/1953","73aebc6559604acbbd4ec72c798f9e27","1372978054","45.369275","-74.214614","0"
